 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
445,100757000,97,95,25906,41422,3072,0,267.0721649,377.3459191,3254,0,436.0210526,574.4062425,668.2215628,1.905574799,527523.5602,3810289.953,30000000,1,101000000,1049549.99,5336949.135,30000000,1,101000000,1071882.5,5395919.949,30000000,2,0,0,0,0,1964,1996,0.962712268,0.942862531,0,3254,348.8497409,490.4096536,240501.6283,0,0,0,1,0,0,0,0,0,350.6666667,267.0721649,436.0210526,1964,0,0,0,0,0,0,97,25906,95,41422,8192,2053,95,20,32745.75,39646.32954,80285,53,25200000,9664995.474,30000000,10700000,BENIGN
8080,72364,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4712.287878,96.73318225,12060.66667,28586.3508,70409,52,72364,24121.33333,41241.52036,71742,52,70996,35498,49371.60968,70409,587,0,0,0,0,92,72,55.27610414,41.45707811,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
22,12010385,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,395.7408526,4.412847715,230968.9423,620916.979,2207797,31,9762029,488101.45,856909.1759,2051683,588,12000000,387428.5484,769975.9619,2207797,31,0,0,0,0,680,1032,1.74848683,2.664360884,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,5056905,3,1,0,0,0,0,0,0,0,0,0,0,0,0.790997656,1685635,2918955.954,5056155,131,5056905,2528452.5,3574711.157,5056155,750,0,0,0,0,0,0,0,0,0,104,40,0.593248242,0.197749414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
80,5029649,3,1,0,0,0,0,0,0,0,0,0,0,0,0.795284124,1676549.667,2883756.188,5006398,123,5029649,2514824.5,3523617.035,5006398,23251,0,0,0,0,0,0,0,0,0,72,32,0.596463093,0.198821031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,BENIGN
21,8567099,9,15,114,188,29,0,12.66666667,10.6653645,34,0,12.53333333,14.54975045,35.25113927,2.801415041,372482.5652,953010.6226,2928939,3,5786385,723298.125,1306985.999,2971194,217,8566995,611928.2143,1174406.931,2928939,3,0,0,0,0,296,488,1.050530641,1.750884401,0,34,12.08,12.95157648,167.7433333,0,0,0,1,0,0,0,0,1,12.58333333,12.66666667,12.53333333,296,0,0,0,0,0,0,9,114,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
53,170,2,2,84,204,42,42,42,0,102,102,102,0,1694117.647,23529.41176,56.66666667,92.08872533,163,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,80,80,11764.70588,11764.70588,42,102,66,32.86335345,1080,0,0,0,0,0,0,0,0,1,82.5,42,102,80,0,0,0,0,0,0,2,84,2,204,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
2106,51,1,1,2,6,2,2,2,0,6,6,6,0,156862.7451,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
21,9112000,9,15,105,188,22,0,11.66666667,9.300537619,34,0,12.53333333,14.54975045,32.15539947,2.633889377,396173.913,1013859.361,3152682,3,5916822,739602.75,1330160.509,3012671,248,9111914,650851,1249426.948,3152682,3,0,0,0,0,296,488,0.987708516,1.64618086,0,34,11.72,12.58808961,158.46,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
53,23522,1,1,38,75,38,38,38,0,75,75,75,0,4804.013264,85.02678344,23522,0,23522,23522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,42.51339172,42.51339172,38,75,50.33333333,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1,75.5,38,75,32,0,0,0,0,0,0,1,38,1,75,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,152,2,2,46,46,23,23,23,0,23,23,23,0,605263.1579,26315.78947,50.66666667,86.02519011,150,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,13157.89474,13157.89474,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,194091,5,0,30,0,6,6,6,0,0,0,0,0,154.5666723,25.76111206,48522.75,95827.38466,192263,286,194091,48522.75,95827.38466,192263,286,0,0,0,0,0,0,0,0,0,100,0,25.76111206,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,5148819,3,1,0,0,0,0,0,0,0,0,0,0,0,0.776877183,1716273,2972072.755,5148127,120,5148819,2574409.5,3639786.194,5148127,692,0,0,0,0,0,0,0,0,0,104,40,0.582657887,0.194219296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
80,5576392,3,1,0,0,0,0,0,0,0,0,0,0,0,0.717309687,1858797.333,3218750.285,5575490,119,5576392,2788196,3941828.977,5575490,902,0,0,0,0,0,0,0,0,0,104,40,0.537982265,0.179327422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
8544,252,2,1,37,6,31,6,18.5,17.67766953,6,6,6,0,170634.9206,11904.7619,126,9.899494937,133,119,252,252,0,252,252,0,0,0,0,0,1,0,0,0,40,20,7936.507937,3968.253968,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6,40,0,0,0,0,0,0,2,37,1,6,75,0,1,20,0,0,0,0,0,0,0,0,BENIGN
24800,77,1,1,2,6,2,2,2,0,6,6,6,0,103896.1039,25974.02597,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12987.01299,12987.01299,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,4923800,7,4,1704,152,1105,0,243.4285714,423.688902,152,0,38,76,376.9446363,2.234046874,492380,1511734.129,4794484,46,4923800,820633.3333,1977606.146,4857345,47,87918,29306,31707.70726,63326,576,0,0,0,0,152,92,1.421666193,0.812380682,0,1105,154.6666667,334.1092182,111628.9697,0,0,0,1,0,0,0,0,0,168.7272727,243.4285714,38,152,0,0,0,0,0,0,7,1704,4,152,8192,946,4,20,0,0,0,0,0,0,0,0,BENIGN
443,103268093,165,248,28453,49098,918,0,172.4424242,267.2574431,1430,0,197.9758065,405.8088332,750.9676779,3.999299183,250650.7112,1741912.642,31700000,0,103000000,629222.1585,2738560.157,31800000,3,103000000,417941.7895,2242430.369,31800000,0,0,0,0,0,3312,4972,1.597782967,2.401516217,0,1430,187.321256,356.5026591,127094.1459,0,0,0,1,0,0,0,0,1,187.7748184,172.4424242,197.9758065,3312,0,0,0,0,0,0,165,28453,248,49098,8192,1023,164,20,2195716.5,2916531.923,4258016,133417,21100000,15000000,31700000,10600000,BENIGN
53353,86,1,1,0,0,0,0,0,0,0,0,0,0,0,23255.81395,86,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,11627.90698,11627.90698,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,129,1116,0,32,0,0,0,0,0,0,0,0,BENIGN
21,48,2,0,14,0,14,0,7,9.899494937,0,0,0,0,291666.6667,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,1,0,0,0,64,0,41666.66667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
22,77,1,1,0,0,0,0,0,0,0,0,0,0,0,25974.02597,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
55101,492409,3,1,0,0,0,0,0,0,0,0,0,0,0,8.123328371,164136.3333,188074.3899,369381,49,492409,246204.5,174197.8769,369381,123028,0,0,0,0,0,0,0,0,0,104,40,6.092496279,2.030832093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,BENIGN
53,200,2,2,64,158,32,32,32,0,79,79,79,0,1110000,20000,66.66666667,105.1966413,188,1,11,11,0,11,11,1,1,0,1,1,0,0,0,0,64,64,10000,10000,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5562297,3,1,0,0,0,0,0,0,0,0,0,0,0,0.719127368,1854099,3210624.659,5561409,94,5562297,2781148.5,3931882.106,5561409,888,0,0,0,0,0,0,0,0,0,104,40,0.539345526,0.179781842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
22,71,1,1,0,0,0,0,0,0,0,0,0,0,0,28169.01408,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14084.50704,14084.50704,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
9998,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,5331570,3,1,0,0,0,0,0,0,0,0,0,0,0,0.750248051,1777190,3077582.361,5330876,121,5331570,2665785,3769007.837,5330876,694,0,0,0,0,0,0,0,0,0,104,40,0.562686038,0.187562013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
90,19,1,1,0,6,0,0,0,0,6,6,6,0,315789.4737,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,52631.57895,52631.57895,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
80,5108979,4,0,24,0,6,6,6,0,0,0,0,0,4.697611793,0.782935299,1702993,2949666.071,5108974,1,5108979,1702993,2949666.071,5108974,1,0,0,0,0,0,0,0,0,0,80,0,0.782935299,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,5108974,0,5108974,5108974,DDoS
22,67,1,1,0,0,0,0,0,0,0,0,0,0,0,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14925.37313,14925.37313,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
80,10075273,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,1157.586499,1.389540512,775021,2650908.207,9589417,3,9656378,1379482.571,3620321.255,9589417,3,419615,83923,187045.6774,418520,4,0,0,0,0,172,132,0.79402315,0.595517362,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,66129,0,66129,66129,9589417,0,9589417,9589417,DDoS
53,31036,1,1,48,106,48,48,48,0,106,106,106,0,4961.979637,64.44129398,31036,0,31036,31036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.22064699,32.22064699,48,106,67.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,1,101,48,106,20,0,0,0,0,0,0,1,48,1,106,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
1086,53,1,1,0,6,0,0,0,0,6,6,6,0,113207.5472,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18867.92453,18867.92453,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
7200,1,2,0,4,0,2,2,2,0,0,0,0,0,4000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,48,0,2000000,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0,0,0,0,0,0,0,0,BENIGN
79,25,1,1,2,6,2,2,2,0,6,6,6,0,320000,80000,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,40000,40000,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
53,2622,1,1,43,59,43,43,43,0,59,59,59,0,38901.60183,762.7765065,2622,0,2622,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,381.3882532,381.3882532,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43,59,20,0,0,0,0,0,0,1,43,1,59,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,90,122,45,45,45,0,61,61,61,0,1300613.497,24539.8773,54.33333333,88.91194146,157,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,12269.93865,12269.93865,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
8080,64980,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,5263.157895,107.725454,10830,25561.90671,63005,36,64980,21660,36859.64644,64220,36,63622,31811,44114.97786,63005,617,0,0,0,0,92,72,61.55740228,46.16805171,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
1277,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
53,30279,1,1,55,115,55,55,55,0,115,115,115,0,5614.452261,66.05237954,30279,0,30279,30279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,33.02618977,33.02618977,55,115,75,34.64101615,1200,0,0,0,0,0,0,0,0,1,112.5,55,115,20,0,0,0,0,0,0,1,55,1,115,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,23681,2,2,70,102,35,35,35,0,51,51,51,0,7263.20679,168.9117858,7893.666667,13667.03557,23675,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,84.45589291,84.45589291,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,173,2,2,64,96,32,32,32,0,48,48,48,0,924855.4913,23121.38728,57.66666667,94.68544415,167,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11560.69364,11560.69364,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,88600471,19,9,4221,5357,469,0,222.1578947,240.5919236,597,581,595.2222222,5.333333333,108.1032628,0.316025408,3281498.926,4539859.796,9763306,35,88600000,4922248.389,4792749.485,9763306,272967,80100000,10000000,19458.43829,10000000,9967577,1,0,0,0,380,180,0.214445813,0.101579595,0,597,346.4482759,261.0197839,68131.32759,0,1,0,0,1,0,0,0,0,358.8214286,222.1578947,595.2222222,380,0,0,0,0,0,0,19,4221,9,5357,65535,63302,8,20,276642,6016.931206,290179,273093,9733084.25,21518.48477,9763306,9686952,BENIGN
80,7101798,4,0,24,0,6,6,6,0,0,0,0,0,3.379425886,0.563237648,2367266,4099371.981,7100813,3,7101798,2367266,4099371.981,7100813,3,0,0,0,0,0,0,0,0,0,80,0,0.563237648,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,985,0,985,985,7100813,0,7100813,7100813,DDoS
36892,5805570,1,6,6,36,6,6,6,0,6,6,6,0,7.234431761,1.205738627,967595,2351983.975,5768519,4,0,0,0,0,0,5796864,1159372.8,2576615.094,5768519,4,0,0,0,0,20,120,0.172248375,1.033490252,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,37051,0,37051,37051,5768519,0,5768519,5768519,BENIGN
53,30401,1,1,41,137,41,41,41,0,137,137,137,0,5855.070557,65.78730963,30401,0,30401,30401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.89365481,32.89365481,41,137,73,55.42562584,3072,0,0,0,0,0,0,0,0,1,109.5,41,137,20,0,0,0,0,0,0,1,41,1,137,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
8080,1014112,3,3,0,18,0,0,0,0,6,6,6,0,17.74951879,5.916506264,202822.4,277034.0724,506409,408,1013704,506852,222.0315293,507009,506695,1013512,506756,227.6883835,506917,506595,0,0,0,0,92,60,2.958253132,2.958253132,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,Bot
21,48,2,0,14,0,14,0,7,9.899494937,0,0,0,0,291666.6667,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,1,0,0,0,64,0,41666.66667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
53,219595,2,2,74,276,37,37,37,0,138,138,138,0,1593.843211,18.21535099,73198.33333,126778.9022,219590,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,64,9.107675494,9.107675494,37,138,77.4,55.31997831,3060.3,0,0,0,0,0,0,0,0,1,96.75,37,138,40,0,0,0,0,0,0,2,74,2,276,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
32772,21,1,1,2,6,2,2,2,0,6,6,6,0,380952.381,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,47619.04762,47619.04762,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
21,8348594,9,15,106,188,24,0,11.77777778,9.457507306,34,0,12.53333333,14.54975045,35.21551054,2.874735554,362982.3478,945229.9657,3094964,3,5210939,651367.375,1204318.018,2726828,3,8348528,596323.4286,1167121.687,3094964,3,0,0,0,0,296,488,1.078025833,1.796709721,0,34,11.76,12.62695529,159.44,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
33418,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,349,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,7244263,5,0,30,0,6,6,6,0,0,0,0,0,4.141208015,0.690201336,1811065.75,3620265.65,7241464,2,7244263,1811065.75,3620265.65,7241464,2,0,0,0,0,0,0,0,0,0,100,0,0.690201336,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2799,0,2799,2799,7241464,0,7241464,7241464,DDoS
53,53209,1,1,56,141,56,56,56,0,141,141,141,0,3702.381176,37.58762615,53209,0,53209,53209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,18.79381308,18.79381308,56,141,84.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,126.5,56,141,32,0,0,0,0,0,0,1,56,1,141,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
1666,65,2,2,4,12,2,2,2,0,6,6,6,0,246153.8462,61538.46154,21.66666667,8.96288644,32,16,49,49,0,49,49,48,48,0,48,48,0,0,0,0,48,40,30769.23077,30769.23077,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2,6,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0,0,0,0,0,0,0,0,BENIGN
2034,3,1,1,2,6,2,2,2,0,6,6,6,0,2666666.667,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,333333.3333,333333.3333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
53,203,2,2,82,170,41,41,41,0,85,85,85,0,1241379.31,19704.4335,67.66666667,34.06366588,107,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9852.216749,9852.216749,41,85,58.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,73.25,41,85,64,0,0,0,0,0,0,2,82,2,170,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
50900,20236,7,2,11607,26,5840,0,1658.142857,2447.264897,20,6,13,9.899494937,574866.5744,444.7519273,2529.5,6187.008393,17762,2,20236,3372.666667,7091.01594,17762,2,3,3,0,3,3,0,0,0,0,164,40,345.9181656,98.83376161,0,5840,1163.3,2151.187375,4627607.122,0,0,0,1,0,0,0,0,0,1292.555556,1658.142857,13,164,0,0,0,0,0,0,7,11607,2,26,8192,256,5,20,0,0,0,0,0,0,0,0,BENIGN
6106,67,1,1,2,6,2,2,2,0,6,6,6,0,119402.9851,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14925.37313,14925.37313,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
22,12190029,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,389.9088345,4.347815744,234423.6346,644249.7483,2623810,3,10300000,515204.8,927721.5097,2672780,273,12200000,393222.3871,800745.076,2623810,3,0,0,0,0,680,1032,1.722719446,2.625096298,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
21,9103217,9,15,107,188,26,0,11.88888889,9.726824308,34,0,12.53333333,14.54975045,32.40612632,2.636430616,395792.0435,1047087.305,3466368,3,5769899,721237.375,1375382.722,3510569,3,9103095,650221.0714,1295101.149,3466368,3,0,0,0,0,296,488,0.988661481,1.647769135,0,34,11.8,12.69514343,161.1666667,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
22,13682286,22,33,2008,2745,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,347.3834709,4.019796107,253375.6667,665203.5305,2840255,4,10800000,514221.1429,852849.4136,2301330,486,13700000,427570.9063,826099.4731,2840255,4,0,0,0,0,712,1064,1.607918443,2.411877664,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,91.27272727,83.18181818,712,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
22,75,1,1,0,0,0,0,0,0,0,0,0,0,0,26666.66667,75,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
